YearMonth,State,OccurrenceCount
2018-08,DC,47
2018-08,DE,102
2018-08,FL,6145
2018-08,GA,2406
2018-08,IA,174
2018-08,ID,43
2018-08,IL,1986
2018-08,IN,1030
2018-08,KS,195
2018-08,KY,697
2018-08,LA,1768
2018-08,MA,752
2018-08,MD,649
2018-08,ME,103
2018-08,MI,1812
2018-08,MN,1675
2018-08,MO,641
2018-08,MS,211
2018-08,MT,3
2018-08,NC,4322
2018-08,ND,1
2018-08,NE,521
2018-08,NH,195
2018-08,NJ,914
2018-08,NM,174
2018-08,NV,262
2018-08,NY,2689
2018-08,OH,1061
2018-08,OK,1914
2018-08,OR,3251
2018-08,PA,1677
2018-08,RI,313
2018-08,SC,4109
2018-08,SD,1
2018-08,TN,2223
2018-08,TX,6949
2018-08,UT,724
2018-08,VA,2029
2018-08,VT,8
2018-08,WA,1715
2018-08,WI,300
2018-08,WV,14
2018-08,WY,7
2018-09,AL,1351
2018-09,AR,67
2018-09,AZ,1785
2018-09,CA,14160
2018-09,CO,1294
2018-09,CT,527
2018-09,DC,65
2018-09,DE,44
2018-09,FL,4875
2018-09,GA,1842
2018-09,IA,123
2018-09,ID,39
2018-09,IL,2176
2018-09,IN,1421
2018-09,KS,205
2018-09,KY,714
2018-09,LA,1655
2018-09,MA,717
2018-09,MD,740
2018-09,ME,80
2018-09,MI,1854
2018-09,MN,1545
2018-09,MO,633
2018-09,MS,245
2018-09,MT,5
2018-09,NC,4049
2018-09,ND,1
2018-09,NE,514
2018-09,NH,179
2018-09,NJ,1169
2018-09,NM,195
2018-09,NV,200
2018-09,NY,3128
2018-09,OH,1619
2018-09,OK,1418
2018-09,OR,3372
2018-09,PA,1818
2018-09,RI,324
2018-09,SC,3606
2018-09,SD,1
2018-09,TN,2150
2018-09,TX,6594
2018-09,UT,744
2018-09,VA,2310
2018-09,VT,18
2018-09,WA,1369
2018-09,WI,348
2018-09,WV,58
2018-09,WY,8
2018-10,AL,1729
2018-10,AR,64
2018-10,AZ,1925
2018-10,CA,14500
2018-10,CO,1326
2018-10,CT,616
2018-10,DC,69
2018-10,DE,185
2018-10,FL,6767
2018-10,GA,2380
2018-10,IA,196
2018-10,ID,40
2018-10,IL,2750
2018-10,IN,1591
2018-10,KS,236
2018-10,KY,735
2018-10,LA,1725
2018-10,MA,972
2018-10,MD,1100
2018-10,ME,64
2018-10,MI,2004
2018-10,MN,1680
2018-10,MO,824
2018-10,MS,234
2018-10,MT,12
2018-10,NC,5393
2018-10,NE,634
2018-10,NH,202
2018-10,NJ,1304
2018-10,NM,195
2018-10,NV,222
2018-10,NY,4034
2018-10,OH,2465
2018-10,OK,1749
2018-10,OR,2943
2018-10,PA,2242
2018-10,RI,320
2018-10,SC,5064
2018-10,SD,1
2018-10,TN,2542
2018-10,TX,7905
2018-10,UT,893
2018-10,VA,3503
2018-10,VT,15
2018-10,WA,1374
2018-10,WI,445
2018-10,WV,90
2018-10,WY,11
2018-11,AL,1720
2018-11,AR,95
2018-11,AZ,2253
2018-11,CA,12486
2018-11,CO,1536
2018-11,CT,595
2018-11,DC,53
2018-11,DE,143
2018-11,FL,5702
2018-11,GA,2334
2018-11,IA,228
2018-11,ID,28
2018-11,IL,2251
2018-11,IN,539
2018-11,KS,274
2018-11,KY,673
2018-11,LA,1555
2018-11,MA,941
2018-11,MD,1099
2018-11,ME,79
2018-11,MI,1930
2018-11,MN,1877
2018-11,MO,949
2018-11,MS,237
2018-11,MT,8
2018-11,NC,4663
2018-11,ND,1
2018-11,NE,466
2018-11,NH,324
2018-11,NJ,1466
2018-11,NM,217
2018-11,NV,250
2018-11,NY,4079
2018-11,OH,2165
2018-11,OK,1860
2018-11,OR,3805
2018-11,PA,2029
2018-11,RI,324
2018-11,SC,4283
2018-11,SD,2
2018-11,TN,2253
2018-11,TX,7561
2018-11,UT,1463
2018-11,VA,3010
2018-11,VT,27
2018-11,WA,1479
2018-11,WI,668
2018-11,WV,105
2018-11,WY,71
2018-12,AL,1652
2018-12,AR,80
2018-12,AZ,1907
2018-12,CA,7583
2018-12,CO,1306
2018-12,CT,509
2018-12,DC,69
2018-12,DE,165
2018-12,FL,5312
2018-12,GA,2202
2018-12,IA,215
2018-12,ID,29
2018-12,IL,1504
2018-12,IN,721
2018-12,KS,155
2018-12,KY,554
2018-12,LA,1465
2018-12,MA,701
2018-12,MD,913
2018-12,ME,51
2018-12,MI,1460
2018-12,MN,1900
2018-12,MO,649
2018-12,MS,247
2018-12,MT,14
2018-12,NC,4197
2018-12,NE,504
2018-12,NH,197
2018-12,NJ,1193
2018-12,NM,164
2018-12,NV,257
2018-12,NY,2984
2018-12,OH,1552
2018-12,OK,1569
2018-12,OR,4177
2018-12,PA,1619
2018-12,RI,225
2018-12,SC,4083
2018-12,SD,3
2018-12,TN,1760
2018-12,TX,7017
2018-12,UT,2602
2018-12,VA,2679
2018-12,VT,22
2018-12,WA,1557
2018-12,WI,464
2018-12,WV,75
2018-12,WY,16
2019-01,AL,1593
2019-01,AR,85
2019-01,AZ,2075
2019-01,CA,12409
2019-01,CO,1753
2019-01,CT,456
2019-01,DC,104
2019-01,DE,138
2019-01,FL,5052
2019-01,GA,2424
2019-01,IA,365
2019-01,ID,52
2019-01,IL,2057
2019-01,IN,760
2019-01,KS,213
2019-01,KY,535
2019-01,LA,1532
2019-01,MA,927
2019-01,MD,1182
2019-01,ME,40
2019-01,MI,2476
2019-01,MN,2362
2019-01,MO,793
2019-01,MS,214
2019-01,MT,27
2019-01,NC,4320
2019-01,NE,502
2019-01,NH,299
2019-01,NJ,1099
2019-01,NM,181
2019-01,NV,290
2019-01,NY,3514
2019-01,OH,1540
2019-01,OK,1982
2019-01,OR,3649
2019-01,PA,1950
2019-01,RI,274
2019-01,SC,4388
2019-01,SD,2
2019-01,TN,1792
2019-01,TX,6755
2019-01,UT,2365
2019-01,VA,2568
2019-01,VT,21
2019-01,WA,1332
2019-01,WI,837
2019-01,WV,51
2019-01,WY,33
2019-02,AL,1530
2019-02,AR,112
2019-02,AZ,1714
2019-02,CA,10748
2019-02,CO,1306
2019-02,CT,442
2019-02,DC,136
2019-02,DE,96
2019-02,FL,4272
2019-02,GA,2262
2019-02,IA,313
2019-02,ID,66
2019-02,IL,1700
2019-02,IN,646
2019-02,KS,226
2019-02,KY,481
2019-02,LA,1460
2019-02,MA,802
2019-02,MD,1186
2019-02,ME,54
2019-02,MI,1766
2019-02,MN,2641
2019-02,MO,1016
2019-02,MS,221
2019-02,MT,43
2019-02,NC,3940
2019-02,ND,8
2019-02,NE,554
2019-02,NH,253
2019-02,NJ,1185
2019-02,NM,159
2019-02,NV,365
2019-02,NY,3810
2019-02,OH,983
2019-02,OK,1670
2019-02,OR,5975
2019-02,PA,1864
2019-02,RI,274
2019-02,SC,3654
2019-02,SD,2
2019-02,TN,1865
2019-02,TX,6037
2019-02,UT,2180
2019-02,VA,2340
2019-02,VT,20
2019-02,WA,1318
2019-02,WI,844
2019-02,WV,72
2019-02,WY,20
2019-03,AL,1806
2019-03,AR,65
2019-03,AZ,1825
2019-03,CA,11663
2019-03,CO,1332
2019-03,CT,461
2019-03,DC,152
2019-03,DE,77
2019-03,FL,4734
2019-03,GA,2038
2019-03,IA,155
2019-03,ID,28
2019-03,IL,1519
2019-03,IN,485
2019-03,KS,156
2019-03,KY,459
2019-03,LA,1650
2019-03,MA,701
2019-03,MD,1081
2019-03,ME,57
2019-03,MI,1472
2019-03,MN,1791
2019-03,MO,791
2019-03,MS,175
2019-03,MT,17
2019-03,NC,4188
2019-03,ND,3
2019-03,NE,409
2019-03,NH,196
2019-03,NJ,1133
2019-03,NM,145
2019-03,NV,213
2019-03,NY,3357
2019-03,OH,947
2019-03,OK,1717
2019-03,OR,3268
2019-03,PA,1705
2019-03,RI,243
2019-03,SC,4143
2019-03,SD,7
2019-03,TN,1652
2019-03,TX,5498
2019-03,UT,1937
2019-03,VA,2265
2019-03,VT,17
2019-03,WA,1164
2019-03,WI,508
2019-03,WV,27
2019-03,WY,5
2019-04,AL,1754
2019-04,AR,107
2019-04,AZ,1881
2019-04,CA,11356
2019-04,CO,1490
2019-04,CT,416
2019-04,DC,156
2019-04,DE,144
2019-04,FL,5248
2019-04,GA,2197
2019-04,IA,162
2019-04,ID,25
2019-04,IL,1667
2019-04,IN,547
2019-04,KS,159
2019-04,KY,461
2019-04,LA,1653
2019-04,MA,727
2019-04,MD,878
2019-04,ME,40
2019-04,MI,1531
2019-04,MN,1509
2019-04,MO,959
2019-04,MS,176
2019-04,MT,11
2019-04,NC,4801
2019-04,NE,362
2019-04,NH,186
2019-04,NJ,1005
2019-04,NM,153
2019-04,NV,158
2019-04,NY,3778
2019-04,OH,1061
2019-04,OK,2191
2019-04,OR,2543
2019-04,PA,1529
2019-04,RI,238
2019-04,SC,4827
2019-04,SD,3
2019-04,TN,2377
2019-04,TX,6726
2019-04,UT,1801
2019-04,VA,2355
2019-04,VT,8
2019-04,WA,1159
2019-04,WI,448
2019-04,WV,50
2019-04,WY,7
2019-05,AL,1627
2019-05,AR,113
2019-05,AZ,1960
2019-05,CA,12443
2019-05,CO,1657
2019-05,CT,458
2019-05,DC,157
2019-05,DE,125
2019-05,FL,5068
2019-05,GA,2351
2019-05,IA,190
2019-05,ID,44
2019-05,IL,1777
2019-05,IN,665
2019-05,KS,162
2019-05,KY,572
2019-05,LA,1654
2019-05,MA,778
2019-05,MD,1020
2019-05,ME,48
2019-05,MI,1847
2019-05,MN,1363
2019-05,MO,860
2019-05,MS,149
2019-05,MT,5
2019-05,NC,3779
2019-05,ND,2
2019-05,NE,426
2019-05,NH,126
2019-05,NJ,1269
2019-05,NM,118
2019-05,NV,230
2019-05,NY,4265
2019-05,OH,942
2019-05,OK,2066
2019-05,OR,2066
2019-05,PA,1600
2019-05,RI,243
2019-05,SC,4975
2019-05,SD,5
2019-05,TN,1838
2019-05,TX,6533
2019-05,UT,2093
2019-05,VA,2387
2019-05,VT,5
2019-05,WA,1235
2019-05,WI,543
2019-05,WV,51
2019-05,WY,8
2019-06,AL,1588
2019-06,AR,104
2019-06,AZ,1849
2019-06,CA,10044
2019-06,CO,1430
2019-06,CT,462
2019-06,DC,149
2019-06,DE,138
2019-06,FL,5073
2019-06,GA,2026
2019-06,IA,164
2019-06,ID,39
2019-06,IL,1536
2019-06,IN,567
2019-06,KS,156
2019-06,KY,581
2019-06,LA,1488
2019-06,MA,644
2019-06,MD,994
2019-06,ME,61
2019-06,MI,1684
2019-06,MN,1362
2019-06,MO,711
2019-06,MS,128
2019-06,MT,6
2019-06,NC,2828
2019-06,NE,389
2019-06,NH,144
2019-06,NJ,1217
2019-06,NM,171
2019-06,NV,224
2019-06,NY,3914
2019-06,OH,772
2019-06,OK,1704
2019-06,OR,2340
2019-06,PA,1512
2019-06,RI,224
2019-06,SC,4449
2019-06,SD,2
2019-06,TN,1614
2019-06,TX,5766
2019-06,UT,1902
2019-06,VA,1819
2019-06,VT,7
2019-06,WA,1052
2019-06,WI,450
2019-06,WV,38
2019-06,WY,3
2019-07,AL,1502
2019-07,AR,81
2019-07,AZ,2215
2019-07,CA,9298
2019-07,CO,1452
2019-07,CT,429
2019-07,DC,147
2019-07,DE,150
2019-07,FL,5167
2019-07,GA,1647
2019-07,IA,203
2019-07,ID,56
2019-07,IL,1362
2019-07,IN,723
2019-07,KS,172
2019-07,KY,549
2019-07,LA,1534
2019-07,MA,727
2019-07,MD,1122
2019-07,ME,80
2019-07,MI,1731
2019-07,MN,1347
2019-07,MO,680
2019-07,MS,132
2019-07,MT,9
2019-07,NC,3507
2019-07,ND,2
2019-07,NE,406
2019-07,NH,175
2019-07,NJ,1143
2019-07,NM,112
2019-07,NV,261
2019-07,NY,3617
2019-07,OH,941
2019-07,OK,1807
2019-07,OR,3474
2019-07,PA,1474
2019-07,RI,275
2019-07,SC,4776
2019-07,SD,2
2019-07,TN,1485
2019-07,TX,6397
2019-07,UT,1854
2019-07,VA,2126
2019-07,VT,27
2019-07,WA,1364
2019-07,WI,454
2019-07,WV,58
2019-07,WY,5
2019-08,AL,1362
2019-08,AR,50
2019-08,AZ,2598
2019-08,CA,13718
2019-08,CO,1563
2019-08,CT,418
2019-08,DC,105
2019-08,DE,130
2019-08,FL,5281
2019-08,GA,1915
2019-08,IA,229
2019-08,ID,50
2019-08,IL,1421
2019-08,IN,817
2019-08,KS,148
2019-08,KY,562
2019-08,LA,1846
2019-08,MA,674
2019-08,MD,1041
2019-08,ME,64
2019-08,MI,1479
2019-08,MN,1501
2019-08,MO,629
2019-08,MS,146
2019-08,MT,5
2019-08,NC,4016
2019-08,NE,286
2019-08,NH,126
2019-08,NJ,1109
2019-08,NM,107
2019-08,NV,301
2019-08,NY,3330
2019-08,OH,1046
2019-08,OK,1968
2019-08,OR,3875
2019-08,PA,1295
2019-08,RI,226
2019-08,SC,4892
2019-08,TN,1624
2019-08,TX,7290
2019-08,UT,2340
2019-08,VA,1946
2019-08,VT,19
2019-08,WA,1173
2019-08,WI,516
2019-08,WV,28
2019-08,WY,4
2019-09,AL,1456
2019-09,AR,65
2019-09,AZ,2372
2019-09,CA,31541
2019-09,CO,1151
2019-09,CT,428
2019-09,DC,101
2019-09,DE,104
2019-09,FL,4564
2019-09,GA,1398
2019-09,IA,217
2019-09,ID,39
2019-09,IL,1267
2019-09,IN,683
2019-09,KS,155
2019-09,KY,636
2019-09,LA,1975
2019-09,MA,769
2019-09,MD,826
2019-09,ME,49
2019-09,MI,1427
2019-09,MN,1434
2019-09,MO,561
2019-09,MS,121
2019-09,MT,7
2019-09,NC,2893
2019-09,NE,252
2019-09,NH,117
2019-09,NJ,965
2019-09,NM,91
2019-09,NV,256
2019-09,NY,3284
2019-09,OH,1035
2019-09,OK,1392
2019-09,OR,3547
2019-09,PA,1431
2019-09,RI,250
2019-09,SC,5028
2019-09,SD,4
2019-09,TN,1561
2019-09,TX,6732
2019-09,UT,1836
2019-09,VA,1701
2019-09,VT,30
2019-09,WA,1270
2019-09,WI,638
2019-09,WV,33
2019-09,WY,7
2019-10,AL,1955
2019-10,AR,96
2019-10,AZ,2322
2019-10,CA,35366
2019-10,CO,1682
2019-10,CT,551
2019-10,DC,111
2019-10,DE,153
2019-10,FL,5780
2019-10,GA,2060
2019-10,IA,295
2019-10,ID,64
2019-10,IL,1873
2019-10,IN,682
2019-10,KS,166
2019-10,KY,806
2019-10,LA,1552
2019-10,MA,927
2019-10,MD,1155
2019-10,ME,57
2019-10,MI,1889
2019-10,MN,4399
2019-10,MO,802
2019-10,MS,198
2019-10,MT,15
2019-10,NC,4799
2019-10,ND,2
2019-10,NE,381
2019-10,NH,178
2019-10,NJ,1096
2019-10,NM,122
2019-10,NV,247
2019-10,NY,3646
2019-10,OH,1366
2019-10,OK,1391
2019-10,OR,3596
2019-10,PA,2091
2019-10,RI,264
2019-10,SC,6198
2019-10,TN,1814
2019-10,TX,8141
2019-10,UT,2287
2019-10,VA,2163
2019-10,VT,21
2019-10,WA,1403
2019-10,WI,703
2019-10,WV,43
2019-10,WY,7
2019-11,AL,1578
2019-11,AR,53
2019-11,AZ,1974
2019-11,CA,19830
2019-11,CO,1549
2019-11,CT,464
2019-11,DC,57
2019-11,DE,200
2019-11,FL,5206
2019-11,GA,1562
2019-11,IA,284
2019-11,ID,33
2019-11,IL,1905
2019-11,IN,529
2019-11,KS,144
2019-11,KY,689
2019-11,LA,1398
2019-11,MA,787
2019-11,MD,864
2019-11,ME,32
2019-11,MI,1722
2019-11,MN,3562
2019-11,MO,640
2019-11,MS,158
2019-11,MT,10
2019-11,NC,3863
2019-11,NE,327
2019-11,NH,145
2019-11,NJ,794
2019-11,NM,129
2019-11,NV,213
2019-11,NY,3316
2019-11,OH,1305
2019-11,OK,1388
2019-11,OR,3200
2019-11,PA,1744
2019-11,RI,243
2019-11,SC,5898
2019-11,TN,1895
2019-11,TX,6769
2019-11,UT,1880
2019-11,VA,1927
2019-11,VT,25
2019-11,WA,1111
2019-11,WI,502
2019-11,WV,11
2019-11,WY,5
2019-12,AL,1487
2019-12,AR,60
2019-12,AZ,1744
2019-12,CA,35039
2019-12,CO,1255
2019-12,CT,472
2019-12,DC,112
2019-12,DE,165
2019-12,FL,4868
2019-12,GA,1838
2019-12,IA,265
2019-12,ID,58
2019-12,IL,1885
2019-12,IN,668
2019-12,KS,138
2019-12,KY,501
2019-12,LA,1238
2019-12,MA,886
2019-12,MD,1113
2019-12,ME,54
2019-12,MI,1336
2019-12,MN,6336
2019-12,MO,691
2019-12,MS,166
2019-12,MT,2
2019-12,NC,3065
2019-12,NE,351
2019-12,NH,274
2019-12,NJ,1003
2019-12,NM,128
2019-12,NV,243
2019-12,NY,3136
2019-12,OH,1297
2019-12,OK,1207
2019-12,OR,3665
2019-12,PA,1905
2019-12,RI,222
2019-12,SC,5769
2019-12,TN,1618
2019-12,TX,6074
2019-12,UT,2286
2019-12,VA,2117
2019-12,VT,25
2019-12,WA,1137
2019-12,WI,446
2019-12,WV,11
2019-12,WY,8
2020-01,AL,1646
2020-01,AR,50
2020-01,AZ,1718
2020-01,CA,29410
2020-01,CO,1232
2020-01,CT,521
2020-01,DC,66
2020-01,DE,157
2020-01,FL,5268
2020-01,GA,1595
2020-01,IA,299
2020-01,ID,75
2020-01,IL,1836
2020-01,IN,630
2020-01,KS,175
2020-01,KY,598
2020-01,LA,1380
2020-01,MA,864
2020-01,MD,799
2020-01,ME,38
2020-01,MI,1633
2020-01,MN,6347
2020-01,MO,640
2020-01,MS,169
2020-01,MT,5
2020-01,NC,2823
2020-01,NE,319
2020-01,NH,199
2020-01,NJ,1164
2020-01,NM,95
2020-01,NV,167
2020-01,NY,3046
2020-01,OH,1137
2020-01,OK,1077
2020-01,OR,4267
2020-01,PA,1859
2020-01,RI,185
2020-01,SC,5038
2020-01,TN,1587
2020-01,TX,5845
2020-01,UT,2179
2020-01,VA,1962
2020-01,VT,22
2020-01,WA,1358
2020-01,WI,518
2020-01,WV,35
2020-01,WY,4
2020-02,AL,1418
2020-02,AR,24
2020-02,AZ,1741
2020-02,CA,28151
2020-02,CO,1507
2020-02,CT,679
2020-02,DC,42
2020-02,DE,201
2020-02,FL,5293
2020-02,GA,1646
2020-02,IA,182
2020-02,ID,56
2020-02,IL,1646
2020-02,IN,501
2020-02,KS,93
2020-02,KY,525
2020-02,LA,1294
2020-02,MA,903
2020-02,MD,689
2020-02,ME,53
2020-02,MI,1371
2020-02,MN,3930
2020-02,MO,560
2020-02,MS,143
2020-02,MT,2
2020-02,NC,2911
2020-02,NE,262
2020-02,NH,199
2020-02,NJ,2605
2020-02,NM,110
2020-02,NV,156
2020-02,NY,3175
2020-02,OH,1122
2020-02,OK,1064
2020-02,OR,3093
2020-02,PA,1519
2020-02,RI,197
2020-02,SC,4512
2020-02,TN,1617
2020-02,TX,5859
2020-02,UT,1857
2020-02,VA,1575
2020-02,VT,26
2020-02,WA,973
2020-02,WI,349
2020-02,WV,17
2020-03,AL,1296
2020-03,AR,49
2020-03,AZ,2522
2020-03,CA,28186
2020-03,CO,1513
2020-03,CT,527
2020-03,DC,153
2020-03,DE,209
2020-03,FL,5737
2020-03,GA,1632
2020-03,IA,156
2020-03,ID,43
2020-03,IL,1507
2020-03,IN,430
2020-03,KS,127
2020-03,KY,449
2020-03,LA,1517
2020-03,MA,933
2020-03,MD,1712
2020-03,ME,19
2020-03,MI,1013
2020-03,MN,2150
2020-03,MO,684
2020-03,MS,78
2020-03,NC,4227
2020-03,NE,206
2020-03,NH,139
2020-03,NJ,1153
2020-03,NM,69
2020-03,NV,241
2020-03,NY,2913
2020-03,OH,1367
2020-03,OK,1259
2020-03,OR,2831
2020-03,PA,2550
2020-03,RI,185
2020-03,SC,4154
2020-03,SD,1
2020-03,TN,1659
2020-03,TX,5006
2020-03,UT,1709
2020-03,VA,2444
2020-03,VT,23
2020-03,WA,977
2020-03,WI,286
2020-03,WV,9
2020-03,WY,4
2020-04,AL,962
2020-04,AR,35
2020-04,AZ,3337
2020-04,CA,21974
2020-04,CO,1798
2020-04,CT,535
2020-04,DC,365
2020-04,DE,300
2020-04,FL,5638
2020-04,GA,1603
2020-04,IA,167
2020-04,ID,26
2020-04,IL,2206
2020-04,IN,495
2020-04,KS,183
2020-04,KY,491
2020-04,LA,1518
2020-04,MA,1169
2020-04,MD,2903
2020-04,ME,17
2020-04,MI,891
2020-04,MN,2054
2020-04,MO,735
2020-04,MS,61
2020-04,NC,4771
2020-04,NE,209
2020-04,NH,106
2020-04,NJ,1375
2020-04,NM,35
2020-04,NV,108
2020-04,NY,4530
2020-04,OH,2121
2020-04,OK,1418
2020-04,OR,2464
2020-04,PA,3735
2020-04,RI,265
2020-04,SC,4445
2020-04,TN,1644
2020-04,TX,4547
2020-04,UT,1206
2020-04,VA,4085
2020-04,VT,10
2020-04,WA,900
2020-04,WI,375
2020-04,WV,29
2020-04,WY,4
2020-05,AL,1341
2020-05,AR,33
2020-05,AZ,3372
2020-05,CA,21312
2020-05,CO,1509
2020-05,CT,404
2020-05,DC,306
2020-05,DE,217
2020-05,FL,5726
2020-05,GA,1709
2020-05,IA,153
2020-05,ID,52
2020-05,IL,2596
2020-05,IN,762
2020-05,KS,221
2020-05,KY,602
2020-05,LA,1512
2020-05,MA,1051
2020-05,MD,2166
2020-05,ME,23
2020-05,MI,1065
2020-05,MN,2139
2020-05,MO,941
2020-05,MS,89
2020-05,NC,3887
2020-05,ND,1
2020-05,NE,228
2020-05,NH,99
2020-05,NJ,1243
2020-05,NM,59
2020-05,NV,210
2020-05,NY,4542
2020-05,OH,2047
2020-05,OK,1906
2020-05,OR,3285
2020-05,PA,3456
2020-05,RI,204
2020-05,SC,3813
2020-05,TN,2353
2020-05,TX,4866
2020-05,UT,1502
2020-05,VA,2969
2020-05,VT,12
2020-05,WA,1270
2020-05,WI,441
2020-05,WV,9
2020-05,WY,2
2020-06,AL,1594
2020-06,AR,72
2020-06,AZ,3574
2020-06,CA,24665
2020-06,CO,2056
2020-06,CT,441
2020-06,DC,235
2020-06,DE,221
2020-06,FL,6606
2020-06,GA,1813
2020-06,IA,173
2020-06,ID,37
2020-06,IL,3524
2020-06,IN,898
2020-06,KS,253
2020-06,KY,766
2020-06,LA,1814
2020-06,MA,1120
2020-06,MD,2004
2020-06,ME,28
2020-06,MI,1328
2020-06,MN,2584
2020-06,MO,1075
2020-06,MS,87
2020-06,MT,3
2020-06,NC,4903
2020-06,NE,245
2020-06,NH,178
2020-06,NJ,1594
2020-06,NM,136
2020-06,NV,260
2020-06,NY,4869
2020-06,OH,2484
2020-06,OK,2000
2020-06,OR,3428
2020-06,PA,3314
2020-06,RI,237
2020-06,SC,4633
2020-06,TN,2758
2020-06,TX,5121
2020-06,UT,1911
2020-06,VA,3090
2020-06,VT,25
2020-06,WA,1735
2020-06,WI,569
2020-06,WV,8
2020-06,WY,2
2020-07,AL,1088
2020-07,AR,13
2020-07,AZ,1055
2020-07,CA,5208
2020-07,CO,621
2020-07,CT,195
2020-07,DC,8
2020-07,DE,129
2020-07,FL,3313
2020-07,GA,1067
2020-07,IA,131
2020-07,ID,2
2020-07,IL,1074
2020-07,IN,272
2020-07,KS,110
2020-07,KY,243
2020-07,LA,1147
2020-07,MA,651
2020-07,MD,403
2020-07,ME,2
2020-07,MI,629
2020-07,MN,760
2020-07,MO,548
2020-07,MS,103
2020-07,NC,1635
2020-07,NE,133
2020-07,NH,78
2020-07,NJ,355
2020-07,NM,74
2020-07,NV,165
2020-07,NY,1256
2020-07,OH,646
2020-07,OK,846
2020-07,OR,242
2020-07,PA,1123
2020-07,RI,140
2020-07,SC,2981
2020-07,TN,1531
2020-07,TX,3004
2020-07,UT,464
2020-07,VA,964
2020-07,VT,12
2020-07,WA,560
2020-07,WI,243
2020-07,WV,4
2020-07,WY,1
2020-08,AL,1109
2020-08,AR,33
2020-08,AZ,777
2020-08,CA,5922
2020-08,CO,591
2020-08,CT,199
2020-08,DC,27
2020-08,DE,124
2020-08,FL,3412
2020-08,GA,1052
2020-08,IA,126
2020-08,ID,3
2020-08,IL,1162
2020-08,IN,269
2020-08,KS,73
2020-08,KY,274
2020-08,LA,1097
2020-08,MA,737
2020-08,MD,484
2020-08,ME,2
2020-08,MI,637
2020-08,MN,694
2020-08,MO,388
2020-08,MS,96
2020-08,NC,1811
2020-08,NE,135
2020-08,NH,97
2020-08,NJ,448
2020-08,NM,84
2020-08,NV,181
2020-08,NY,1606
2020-08,OH,657
2020-08,OK,936
2020-08,OR,283
2020-08,PA,1045
2020-08,RI,151
2020-08,SC,3271
2020-08,TN,1631
2020-08,TX,3179
2020-08,UT,441
2020-08,VA,1201
2020-08,VT,11
2020-08,WA,636
2020-08,WI,211
2020-08,WV,14
2020-08,WY,3
2020-09,AL,1652
2020-09,AR,361
2020-09,AZ,1668
2020-09,CA,13272
2020-09,CO,768
2020-09,CT,1065
2020-09,DC,262
2020-09,DE,186
2020-09,FL,14267
2020-09,GA,2224
2020-09,IA,259
2020-09,ID,158
2020-09,IL,1634
2020-09,IN,583
2020-09,KS,219
2020-09,KY,311
2020-09,LA,2281
2020-09,MA,806
2020-09,MD,1973
2020-09,ME,2
2020-09,MI,1246
2020-09,MN,1932
2020-09,MO,725
2020-09,MS,192
2020-09,MT,119
2020-09,NC,3440
2020-09,ND,4
2020-09,NE,156
2020-09,NH,67
2020-09,NJ,1521
2020-09,NM,102
2020-09,NV,228
2020-09,NY,3961
2020-09,OH,1017
2020-09,OK,863
2020-09,OR,2083
2020-09,PA,3110
2020-09,RI,222
2020-09,SC,5426
2020-09,SD,90
2020-09,TN,2766
2020-09,TX,5479
2020-09,UT,714
2020-09,VA,4188
2020-09,VT,8
2020-09,WA,919
2020-09,WI,206
2020-09,WV,103
2020-10,AL,2409
2020-10,AR,686
2020-10,AZ,2687
2020-10,CA,22452
2020-10,CO,897
2020-10,CT,1645
2020-10,DC,438
2020-10,DE,238
2020-10,FL,21278
2020-10,GA,2653
2020-10,IA,486
2020-10,ID,477
2020-10,IL,2887
2020-10,IN,968
2020-10,KS,294
2020-10,KY,434
2020-10,LA,3633
2020-10,MA,935
2020-10,MD,3293
2020-10,ME,28
2020-10,MI,1768
2020-10,MN,4439
2020-10,MO,1363
2020-10,MS,294
2020-10,MT,681
2020-10,NC,4995
2020-10,ND,53
2020-10,NE,230
2020-10,NH,127
2020-10,NJ,2377
2020-10,NM,259
2020-10,NV,286
2020-10,NY,5809
2020-10,OH,1445
2020-10,OK,673
2020-10,OR,2703
2020-10,PA,5366
2020-10,RI,216
2020-10,SC,7547
2020-10,SD,65
2020-10,TN,3865
2020-10,TX,7796
2020-10,UT,1203
2020-10,VA,6821
2020-10,VT,16
2020-10,WA,1194
2020-10,WI,257
2020-10,WV,207
2020-10,WY,6
2020-11,AL,2892
2020-11,AR,874
2020-11,AZ,3636
2020-11,CA,43041
2020-11,CO,684
2020-11,CT,1662
2020-11,DC,378
2020-11,DE,243
2020-11,FL,25679
2020-11,GA,3325
2020-11,IA,538
2020-11,ID,610
2020-11,IL,2496
2020-11,IN,928
2020-11,KS,440
2020-11,KY,469
2020-11,LA,4564
2020-11,MA,972
2020-11,MD,3734
2020-11,ME,28
2020-11,MI,2222
2020-11,MN,4238
2020-11,MO,1413
2020-11,MS,344
2020-11,MT,806
2020-11,NC,6564
2020-11,ND,164
2020-11,NE,127
2020-11,NH,104
2020-11,NJ,2426
2020-11,NM,168
2020-11,NV,197
2020-11,NY,6610
2020-11,OH,1422
2020-11,OK,793
2020-11,OR,4660
2020-11,PA,7934
2020-11,RI,179
2020-11,SC,8873
2020-11,SD,3
2020-11,TN,3591
2020-11,TX,11377
2020-11,UT,1359
2020-11,VA,7616
2020-11,VT,7
2020-11,WA,1285
2020-11,WI,246
